,track_id,track_name,track_pop,artist_name,artist_pop,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
74,0zRCH3vyASd7BEQ6bFdbol,Tu Encanto,53,Conociendo Rusia,54.0,"['argentine alternative rock', 'argentine indie']",0.571,0.939,7,-4.222,1.0,0.0592,0.0489,0.0,0.414,0.655,122.061
75,5Bi9Cq5oVFy1OtUgecbegZ,Creo,63,Callejeros,60.0,"['argentine rock', 'cumbia villera', 'latin alternative', 'rock en espanol']",0.382,0.912,2,-2.898,1.0,0.0551,0.00169,7.88e-06,0.233,0.56,187.941
76,6tsPTremXK46tOWQfgjQXx,Pupilas Lejanas,48,Bahiano,46.0,"['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino']",0.733,0.525,3,-9.317,1.0,0.0382,0.0463,0.0,0.135,0.829,79.998
77,3k9dGCm2R2Y70e87aMHYC3,Hablando a Tu Corazón,59,Charly García,61.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.667,0.757,9,-11.553,1.0,0.0405,0.0128,2.14e-05,0.0509,0.912,122.292
78,5mdslcMMZJ85qapl4JTZ1F,Pacífico (Sinfónico),40,Ciro y los Persas,59.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.361,0.652,9,-6.005,1.0,0.0348,0.446,0.0122,0.0926,0.139,144.887
79,1PQzZbitOJ6XPFg7FFzsKQ,El amor después del amor,64,Fito Paez,63.0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.641,0.797,7,-6.536,1.0,0.0431,0.00357,3.25e-05,0.0279,0.655,94.884
0,0IuVhCflrQPMGRrOyoY5RW,she's all i wanna be,87,Tate McRae,80.0,['pop'],0.614,0.644,2,-5.372,0.0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036
1,1Dp7ASSZVVOPJ85VdLpjOX,Seventeen Going Under,68,Sam Fender,68.0,"['modern rock', 'north east england indie']",0.477,0.873,1,-4.946,1.0,0.0355,0.00471,0.00589,0.0813,0.611,161.948
2,02ZRdkWQrgq1zqobaCKfMo,Sell My Soul,20,Olive Amun,31.0,[],0.673,0.723,4,-4.054,0.0,0.0363,0.0422,0.0264,0.219,0.718,145.231
3,1QgebV92VO4Z7VxbQ1tSKo,Here For You,65,Wilkinson,63.0,"['dancefloor dnb', 'drum and bass']",0.358,0.78,11,-3.4,0.0,0.0447,0.175,0.00062,0.265,0.0402,173.917
4,1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,82,The Weeknd,91.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.735,0.795,11,-6.523,0.0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0
5,40K9YDjCX6OwuKYZxnI0cM,Scream (feat. UPSAHL),49,G Flip,52.0,"['australian alternative pop', 'australian pop']",0.49,0.724,0,-6.707,1.0,0.0714,0.0846,0.00109,0.124,0.369,161.947
6,09NpMJO80vtOO5kH0uKPaw,Glow,53,Jessica Mauboy,53.0,"['australian indigenous', 'australian pop', 'australian talent show', 'dance pop']",0.715,0.921,2,-4.768,1.0,0.0849,0.0973,2.98e-06,0.363,0.206,109.993
7,2vbtq2lAHfYDUFHYEHlZw5,Waste A Day,28,The Rubens,50.0,"['australian indie', 'australian pop']",0.358,0.845,5,-4.302,0.0,0.0868,0.138,0.0,0.248,0.604,200.06
8,3z6XUommYDWPHeFhmhhT6j,Message In A Bottle (Taylor's Version) (From The Vault),75,Taylor Swift,92.0,['pop'],0.622,0.791,7,-6.106,1.0,0.0535,0.00188,3.72e-06,0.083,0.494,115.915
9,7zx1i0jGcFwMBurajgKlO7,Black Magic,72,Jonasu,59.0,"['dutch edm', 'pop dance']",0.812,0.634,8,-4.96,1.0,0.163,0.0564,0.0,0.276,0.463,124.074
10,0zWnMErj14jTZwzRXevysn,Crazy,38,Drax Project,56.0,"['australian pop', 'nz pop']",0.486,0.785,7,-5.341,1.0,0.176,0.00203,0.0,0.326,0.526,103.867
11,0bDL2MOuaqdzRLVMAhbCp7,Stay (feat. Your Smith),40,Flight Facilities,60.0,"['alternative dance', 'aussietronica', 'australian dance', 'indie soul', 'nu disco']",0.732,0.636,3,-8.344,1.0,0.0395,0.0778,0.0184,0.233,0.692,123.92
12,25VKwAAJ7YLvpTJ02yNV5x,Mine,0,BAYNK,60.0,"['alternative r&b', 'electropop', 'indie soul', 'vapor soul']",0.747,0.651,11,-7.063,0.0,0.137,0.476,0.000161,0.257,0.502,116.975
13,1tpsVMxfqMYGoHGUoFtzNb,What If I Can't (feat. Mikey Dam),37,Rory Noble,26.0,['nz pop'],0.563,0.493,9,-11.823,1.0,0.0473,0.677,0.00463,0.131,0.104,161.892
14,0qjOgJ8BLIt5d9VgYEYq75,Complicated (feat. Young Franco),51,Winston Surfshirt,51.0,['indie soul'],0.87,0.493,10,-8.258,0.0,0.403,0.198,0.000423,0.0951,0.801,114.014
15,4hG6H7xPvEleJD9QUEqaAS,Can't Do Without (My Baby),59,Cosmo's Midnight,55.0,"['australian dance', 'indie dream pop', 'indie soul']",0.654,0.94,9,-6.024,1.0,0.0633,0.163,0.0766,0.324,0.787,118.001
16,2sFbdDiEDpyCdP5nUCuGBm,Following the Sun,70,SUPER-Hi,59.0,[],0.734,0.828,6,-4.433,0.0,0.033,0.398,0.0225,0.136,0.717,127.023
17,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,90,Lil Nas X,82.0,"['lgbtq+ hip hop', 'pop']",0.737,0.846,1,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981
18,2wJ1eOCIBwoQiN7xQtrTAY,GROWING UP IS _____,70,Ruel,66.0,"['alt z', 'australian alternative pop', 'dance pop', 'electropop', 'pop']",0.673,0.729,0,-5.664,1.0,0.029,0.000983,0.000107,0.226,0.482,112.535
19,4btFHqumCO31GksfuBLLv3,Overpass Graffiti,82,Ed Sheeran,90.0,"['pop', 'uk pop']",0.52,0.849,9,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908
20,0YORgvqP1MotwCnDZzOwII,I Wish (feat. Mabel),75,Joel Corry,75.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.686,0.856,9,-2.717,0.0,0.0426,0.0896,0.0,0.0648,0.733,123.997
21,1bY1RtEmvYnGkPBIXKRaGV,My Love,37,Chores,25.0,['nz pop'],0.571,0.683,9,-6.2,1.0,0.0302,0.0164,0.0,0.263,0.217,121.959
22,5qysxEb8AgQ5GLNg1cpGcp,Naked,50,BAYNK,60.0,"['alternative r&b', 'electropop', 'indie soul', 'vapor soul']",0.878,0.582,11,-4.788,1.0,0.0705,0.549,0.00131,0.0724,0.291,117.025
23,00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),85,Post Malone,90.0,"['dfw rap', 'melodic rap', 'rap']",0.687,0.781,1,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014
24,3Kkjo3cT83cw09VJyrLNwX,Oh My God,85,Adele,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.534,0.725,1,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098
25,4emwuOeiW0f5ACgkWNZWtl,FOREVER (feat. Broods),45,Flight Facilities,60.0,"['alternative dance', 'aussietronica', 'australian dance', 'indie soul', 'nu disco']",0.495,0.539,1,-8.846,1.0,0.0653,0.127,0.0116,0.0765,0.347,125.974
26,38XLUjlR84JEwK0SOvX77a,Let's go to Hell,71,Tai Verdes,69.0,['modern indie pop'],0.782,0.798,4,-5.07,0.0,0.0337,0.141,0.0,0.685,0.905,127.89
27,3lUQpvfWFcxZC3RYAVGE7F,I Feel Good,68,Pink Sweat$,70.0,"['bedroom soul', 'chill r&b', 'pop']",0.803,0.75,11,-4.67,1.0,0.0551,0.0233,3.87e-05,0.045,0.628,106.0
28,2SUxn2O9NHL6GHGQFgwCY0,2step,76,Ed Sheeran,90.0,"['pop', 'uk pop']",0.763,0.661,4,-5.592,0.0,0.056,0.169,0.0,0.117,0.632,95.002
29,50YQaQXog18lS11wGCl77u,Promises,55,Diplo,78.0,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",0.539,0.699,0,-7.754,0.0,0.0409,0.0233,0.0,0.137,0.474,122.02
30,3LEgGAl9zLcQWGTp7ptqtQ,Don’t Wake Me Up,77,Jonas Blue,74.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.621,0.747,11,-5.084,1.0,0.0337,0.222,0.000194,0.147,0.426,124.015
31,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),84,NEIKED,68.0,['scandipop'],0.717,0.671,0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
32,6RBfz4bNLNzvt37HycN1Xf,Present,62,Khalid,84.0,"['pop', 'pop r&b']",0.684,0.514,1,-8.584,1.0,0.0327,0.00242,0.0,0.193,0.202,88.014
33,1BSMpVGWs3v5BZKnAQziAc,Light Switch,87,Charlie Puth,80.0,"['dance pop', 'pop', 'viral pop']",0.69,0.626,6,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009
34,2jY1ttXBDyw1NRZgkU3yQ8,Talk (feat. MAY-A),48,Budjerah,46.0,"['australian pop', 'australian r&b']",0.569,0.759,9,-5.881,0.0,0.0562,0.0884,1.16e-05,0.308,0.452,86.877
35,7reG3QYhefsJNpcVJq4BZr,No,64,Little Mix,77.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0.793,0.842,8,-3.563,0.0,0.0804,0.165,0.0,0.107,0.747,120.008
36,6EafRI0UtUidrZbbKpFRYq,Forget About Me,62,Aluna,62.0,"['edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",0.721,0.894,3,-7.59,0.0,0.0488,0.0428,0.502,0.134,0.88,127.005
37,0ioTTk5l0Zz7Oh48qEocgj,KEEP IT UP,67,Rex Orange County,77.0,"['bedroom pop', 'pop']",0.708,0.477,8,-7.297,1.0,0.0565,0.292,1.75e-06,0.255,0.733,149.929
38,3t4KHjd8uQpJJ2fa0fRIpR,High,71,The Chainsmokers,80.0,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.601,0.787,0,-6.178,1.0,0.031,0.0492,0.0,0.142,0.525,134.981
39,424Uwmm1kNW07Ty1nOhSpl,Say Nothing (feat. MAY-A),68,Flume,72.0,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",0.478,0.822,2,-1.961,0.0,0.0642,0.101,6.6e-05,0.12,0.309,130.058
40,1c03f9YZmO792D7hRjZMYi,Hands On You,66,Austin George,51.0,[],0.616,0.557,11,-5.871,0.0,0.0413,0.354,1.53e-06,0.345,0.626,159.91
41,0m3hslcOQomyJh8Mz7hdrX,Don't Fade - Single Version,62,Vance Joy,74.0,"['folk-pop', 'modern rock', 'pop', 'pop rock']",0.676,0.601,2,-7.908,1.0,0.0325,0.327,0.000107,0.0813,0.233,134.128
42,41uTKmb2Ly94Ycsqwtu4XA,Falling Backwards,31,SACHI,39.0,"['nz electronic', 'nz pop']",0.414,0.571,0,-8.479,1.0,0.0794,0.491,0.000136,0.097,0.561,80.548
43,7AEWEYnWHPqXTExnIfxzsT,Beach Boy,58,BENEE,66.0,"['alt z', 'nz pop', 'pop']",0.734,0.67,11,-5.691,1.0,0.0248,0.167,7.32e-06,0.136,0.578,110.985
44,1qUyMjjSp4AzIqRtlrQoiU,Young 4eva,42,Kings,49.0,['nz hip hop'],0.828,0.658,8,-6.07,1.0,0.0369,0.0161,0.0778,0.0825,0.502,120.012
45,12E7bqGAKIVLmx0aPA0x1V,Touch Back Down,55,Ocean Alley,58.0,['australian reggae fusion'],0.514,0.792,5,-5.043,1.0,0.0307,0.0403,0.000173,0.146,0.297,101.815
46,6IjCaCvKoocJrdztqumE1n,Dream,45,Boo Seeka,46.0,"['aussietronica', 'australian indie', 'australian pop']",0.667,0.714,8,-5.237,0.0,0.0313,0.0846,0.00424,0.202,0.554,124.842
47,5902W4uHWzhtOff1UK7the,When I’m Gone (with Katy Perry),81,Alesso,75.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.685,0.886,0,-4.179,1.0,0.034,0.028,0.0,0.481,0.615,125.034
48,1BGu0LjKQfC63QBaRMYc66,Dude,40,RARIA,33.0,['australian electropop'],0.611,0.656,9,-7.326,1.0,0.0529,0.24,0.0,0.15,0.259,143.969
49,24OeEKPQ8qqNZnPevRHxUT,Red Eye (feat. TroyBoi),71,Justin Bieber,90.0,"['canadian pop', 'pop']",0.815,0.816,5,-4.393,0.0,0.0513,0.0501,0.000887,0.0761,0.774,96.033
50,2au4DyNFX59VLV5elmhagj,Cry,46,Cat & Calmell,41.0,[],0.597,0.745,0,-6.531,1.0,0.0807,0.0404,2.11e-05,0.533,0.536,140.079
51,6oYXbji1rn7U6bFuNYekpQ,Run,75,Becky Hill,76.0,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",0.601,0.879,2,-2.673,0.0,0.0353,0.0313,0.0,0.0793,0.589,124.013
52,5r43qanLhUCdBj8HN3fa6B,Sunshine,83,OneRepublic,81.0,"['dance pop', 'piano rock', 'pop', 'pop rock']",0.697,0.875,5,-4.621,1.0,0.034,0.137,0.0,0.28,0.774,140.069
53,7M6mvvrD10qyRzAEdpSATu,Cool it down,19,COTERIE,42.0,['australian pop'],0.47,0.627,9,-8.253,0.0,0.213,0.0855,6.62e-05,0.223,0.469,79.383
54,2OZZpID4LgZ0GGm8XB99e3,Don't Forget My Love,68,Diplo,78.0,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",0.638,0.872,2,-6.221,1.0,0.0415,0.0241,0.0159,0.118,0.253,121.041
55,4ecbBr4l07EN9I6lUwQTcv,Sitting Up,54,Spacey Jane,60.0,"['australian indie rock', 'fremantle indie', 'perth indie']",0.557,0.725,11,-6.199,0.0,0.0296,0.00705,0.0,0.191,0.73,139.943
56,50ZFpw2wS6ERvLmW8TINhq,Beg For You (feat. Rina Sawayama),73,Charli XCX,76.0,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",0.788,0.945,9,-5.091,1.0,0.0599,0.223,2.97e-06,0.115,0.466,128.036
57,1GQ7M3b1B4Dt9lMjoBOGcl,Under the Sun,55,L.A.B.,57.0,['nz reggae'],0.788,0.66,9,-9.186,1.0,0.0297,0.322,0.00018,0.0762,0.84,100.017
58,4lM46UnoFn4FP074aYWGxS,Trouble - from ‘Three Months’,63,Troye Sivan,77.0,"['australian pop', 'dance pop', 'pop', 'viral pop']",0.493,0.858,3,-5.481,1.0,0.0641,0.0115,1.3e-06,0.292,0.391,91.956
59,2CMGiyYO8H8GhPwS73LL13,Somebody To Use,59,Alesso,75.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.604,0.792,0,-4.5,0.0,0.0866,0.113,1.88e-05,0.149,0.289,119.953
60,2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),66,Swedish House Mafia,74.0,"['edm', 'pop', 'pop dance', 'progressive electro house']",0.542,0.659,8,-7.289,1.0,0.0389,0.00279,0.0,0.105,0.109,120.122
61,6Au9UDzjeGFen7qMEDKju7,Shut Off The Lights,65,Bastille,74.0,"['metropopolis', 'modern rock', 'pop', 'pop rock']",0.624,0.908,10,-3.215,1.0,0.0992,0.408,0.0,0.139,0.659,105.048
62,5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,63,Disclosure,72.0,"['edm', 'house', 'pop', 'uk dance']",0.658,0.908,4,-8.071,0.0,0.186,0.0335,0.0198,0.221,0.45,123.92
63,4hsRzEQg0t9qgtB4iXEGB5,Running,62,Martin Jensen,67.0,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",0.606,0.853,5,-4.601,0.0,0.0392,0.00673,1.19e-06,0.241,0.333,122.001
64,2Xy1UIVfOlukyye6Fd0wrI,Follow Me,76,Sam Feldt,72.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",0.673,0.729,6,-4.879,1.0,0.0496,0.083,0.0,0.1,0.675,122.023
65,62tHYGbBOvOkpgmEXDlgu8,Who's In Your Head,63,Jonas Brothers,74.0,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.704,0.778,5,-5.331,1.0,0.0971,0.00447,0.0,0.0731,0.821,101.025
66,79wbJeLkXOlJh4AzaWCWfL,How Will I Know,75,Whitney Houston,74.0,"['dance pop', 'pop', 'urban contemporary']",0.761,0.739,6,-3.591,1.0,0.0369,0.178,3.35e-06,0.23,0.656,118.997
67,1572n5ACOGAwWhBX3Ix9jM,I Keep,48,BROODS,56.0,"['art pop', 'auckland indie', 'electropop', 'etherpop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'nz pop', 'pop', 'vapor soul']",0.642,0.525,9,-9.297,1.0,0.0384,0.167,0.00198,0.108,0.214,123.962
68,4hJhHbkhZFnxmWbAkZRoe0,Peru,73,Fireboy DML,71.0,['afro dancehall'],0.956,0.417,7,-7.892,0.0,0.0926,0.572,0.00071,0.0782,0.714,108.015
69,3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,84,Em Beihold,67.0,"['alt z', 'gen z singer-songwriter']",0.742,0.527,8,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974
70,3FypeFOz4MXOMaC20j1mBg,There's Only One (feat. Genesis Owusu),52,Winston Surfshirt,51.0,['indie soul'],0.807,0.585,4,-6.618,0.0,0.0372,0.108,0.000353,0.0964,0.773,106.035
71,6Dbjbkuzp4QEudONcqFNsi,yoga (feat. Rebecca Black),56,bbno$,72.0,"['canadian hip hop', 'dark trap', 'vapor trap']",0.76,0.756,4,-6.353,0.0,0.201,0.0384,0.0,0.876,0.868,118.026
72,46nvQpUDsxpS08UTFOeKTA,Tell It To My Heart,78,MEDUZA,72.0,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",0.539,0.715,11,-6.639,0.0,0.0595,0.0265,0.0,0.609,0.489,123.854
73,6QLNcOI6YCqdLAS6GLWXMj,Head on Fire,68,Griff,62.0,"['dance pop', 'pop', 'tropical house', 'uk pop']",0.693,0.728,2,-6.065,1.0,0.0335,0.0174,7.2e-06,0.061,0.655,95.978
74,1Wu67nQXx74tc8PTax63zK,Mr Reggae,57,L.A.B.,57.0,['nz reggae'],0.829,0.701,7,-8.587,0.0,0.078,0.082,0.274,0.135,0.886,164.035
75,7ABUiQBM8cjktnp6QLTTaT,On My Knees,67,RÜFÜS DU SOL,69.0,"['australian electropop', 'indietronica']",0.683,0.571,1,-7.721,1.0,0.0286,0.0335,0.0616,0.0957,0.29,120.044
76,2QLdrqojYq2yRKHqv6tXh1,Sooner Or Later,56,Years & Years,70.0,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house']",0.318,0.764,10,-4.102,1.0,0.0956,0.00712,0.0,0.0789,0.507,120.984
77,6Owc2SuzwO3LW1SAODYK3l,Melody,79,Sigala,73.0,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house']",0.63,0.91,10,-2.681,0.0,0.058,0.0231,1.91e-06,0.125,0.525,123.017
78,3aKeMLUuvZSmlzMxA41WEr,Your Love,44,Mallrat,55.0,"['aussietronica', 'australian hip hop', 'australian indie', 'australian pop', 'brisbane indie']",0.593,0.717,4,-3.408,0.0,0.0456,0.251,0.0347,0.102,0.0663,176.052
79,59AbdsMR36kxOD6gyGYe5K,Your Way,3,Niko Walters,40.0,['nz pop'],0.712,0.389,10,-8.749,1.0,0.0486,0.6,4.01e-06,0.0713,0.689,79.711
0,5c6lM2zjAF6MFoD8C1hiBr,Clarity,72,Vance Joy,74.0,"['folk-pop', 'modern rock', 'pop', 'pop rock']",0.552,0.873,0,-6.065,1.0,0.0464,0.00137,0.000273,0.0966,0.62,125.059
1,6zvvWWxsMIhEYLMTRcWHfc,Can’t Help Myself,47,Kita Alexander,43.0,"['aussietronica', 'australian indie', 'australian pop']",0.745,0.745,0,-7.481,0.0,0.0706,0.135,0.00175,0.112,0.513,103.991
2,032DRv0baStN644jRO2lMV,One Foot in Front of the Other,53,Griff,62.0,"['dance pop', 'pop', 'tropical house', 'uk pop']",0.798,0.723,6,-4.913,1.0,0.0568,0.48,0.0,0.104,0.512,112.043
3,2jY1ttXBDyw1NRZgkU3yQ8,Talk (feat. MAY-A),48,Budjerah,46.0,"['australian pop', 'australian r&b']",0.569,0.759,9,-5.881,0.0,0.0562,0.0884,1.16e-05,0.308,0.452,86.877
4,4XWaUb7mKRcJR5RPp4IIDr,Easy (with Kacey Musgraves feat. Mark Ronson),69,Troye Sivan,77.0,"['australian pop', 'dance pop', 'pop', 'viral pop']",0.581,0.674,8,-7.09,1.0,0.033,0.00187,3.01e-06,0.128,0.488,143.005
5,1kHTb9Mq9FbBKqhH4RjCIi,Please Don't Leave Just Yet,0,Holly Humberstone,59.0,"['alt z', 'indie pop', 'modern alternative pop', 'uk pop']",0.772,0.396,0,-7.974,1.0,0.0484,0.575,0.00149,0.105,0.643,128.099
6,0m3hslcOQomyJh8Mz7hdrX,Don't Fade - Single Version,62,Vance Joy,74.0,"['folk-pop', 'modern rock', 'pop', 'pop rock']",0.676,0.601,2,-7.908,1.0,0.0325,0.327,0.000107,0.0813,0.233,134.128
7,5Ne1q9Hv3l2NHBA3Agt8WT,Wave of You,71,Surfaces,71.0,"['bedroom soul', 'pop']",0.695,0.656,1,-6.038,1.0,0.0489,0.057,0.0,0.267,0.346,90.986
8,33bLbd9tzj6mvJUFlMJoyI,Missing You,46,Budjerah,46.0,"['australian pop', 'australian r&b']",0.671,0.611,6,-6.578,0.0,0.183,0.449,0.0,0.0731,0.825,77.555
9,7v6rH68U9wPAzRzYNmgtCx,Time I Love to Waste,40,MAY-A,56.0,['australian alternative pop'],0.65,0.628,7,-5.094,0.0,0.0321,0.0202,2.19e-06,0.289,0.812,119.999
10,1U0oXAqDvFOvp9qGdrDQd1,Masterpiece,44,The Rubens,50.0,"['australian indie', 'australian pop']",0.596,0.895,6,-3.813,1.0,0.0518,0.55,0.0,0.15,0.578,105.048
11,7qHXEShpUpCcSUbgVjEAoQ,Shade of Yellow,49,Griff,62.0,"['dance pop', 'pop', 'tropical house', 'uk pop']",0.675,0.562,9,-5.99,1.0,0.0968,0.245,0.00109,0.103,0.655,79.916
12,2X7zQtHUw9om2KfVCsnC77,Past Life,38,Sycco,45.0,"['australian alternative pop', 'australian pop']",0.858,0.41,8,-6.355,1.0,0.0684,0.171,0.0,0.0956,0.854,94.986
13,4rPzJZqLHE1b5rx6WbFvqe,Queen,28,G Flip,52.0,"['australian alternative pop', 'australian pop']",0.669,0.627,5,-5.415,0.0,0.0622,0.216,3.26e-05,0.158,0.643,180.043
14,5A8f466QhliXjJxJ7h6LFB,Lots of Nothing,61,Spacey Jane,60.0,"['australian indie rock', 'fremantle indie', 'perth indie']",0.58,0.786,9,-6.513,1.0,0.0284,0.00726,0.000188,0.129,0.667,139.985
15,5rIrelA1CYuv0RN3PSaLju,Bodies,35,Ivey,27.0,['australian pop'],0.682,0.754,1,-4.433,1.0,0.0517,0.283,0.0,0.39,0.305,117.959
16,5Zt29iKebWhkpbnsv92HuT,Temper,52,Vera Blue,54.0,"['australian indie', 'australian pop']",0.701,0.776,6,-5.735,0.0,0.0594,0.239,0.0,0.0974,0.543,137.989
17,7MUhRZD1UNEYk4PPq2wSw3,Higher,42,Budjerah,46.0,"['australian pop', 'australian r&b']",0.623,0.648,0,-5.856,0.0,0.0507,0.0271,0.0,0.0748,0.646,99.965
18,7355r4wB8D6crALDxPZ8KR,Stacking Chairs,0,Middle Kids,45.0,"['australian indie', 'australian pop', 'sydney indie']",0.55,0.772,8,-5.352,1.0,0.0262,0.0306,0.000455,0.213,0.459,109.98
19,0yrYlrdEkmltyVAMAINrGy,Oh No,37,Jem Cassar-Daley,26.0,[],0.946,0.45,1,-6.684,0.0,0.095,0.65,0.0,0.126,0.551,125.959
20,25VKwAAJ7YLvpTJ02yNV5x,Mine,0,BAYNK,60.0,"['alternative r&b', 'electropop', 'indie soul', 'vapor soul']",0.747,0.651,11,-7.063,0.0,0.137,0.476,0.000161,0.257,0.502,116.975
21,1U9Jp66F0x7IM3Gv09hoxq,One Night,66,Griff,62.0,"['dance pop', 'pop', 'tropical house', 'uk pop']",0.694,0.822,9,-5.266,1.0,0.233,0.0703,1.18e-06,0.0977,0.356,107.104
22,5o3IfIHZBTQCJS2y1c13su,My Ways,43,Sycco,45.0,"['australian alternative pop', 'australian pop']",0.749,0.619,8,-6.174,1.0,0.0738,0.3,0.0,0.254,0.868,114.999
23,36GbZPJbjuxw4BahR1gPdM,Hurricane,47,Wafia,59.0,['australian pop'],0.794,0.378,1,-7.935,1.0,0.03,0.22,1.79e-06,0.0852,0.541,99.99
24,56UaiLojZ2hD0856fADjIg,I'D RATHER GO TO BED,39,G Flip,52.0,"['australian alternative pop', 'australian pop']",0.902,0.463,9,-8.32,1.0,0.033,0.819,0.00958,0.382,0.578,106.985
25,5rF6YUIlgiat22OT1lWspJ,Seventeen Going Under,75,Sam Fender,68.0,"['modern rock', 'north east england indie']",0.48,0.87,1,-4.792,1.0,0.0362,0.00438,0.00603,0.0826,0.584,161.953
26,7b4fV8udoKpIlckrLAOV3y,Lie To Me,49,Vera Blue,54.0,"['australian indie', 'australian pop']",0.683,0.572,7,-7.086,1.0,0.0447,0.11,1.54e-05,0.0895,0.583,100.035
27,2vbtq2lAHfYDUFHYEHlZw5,Waste A Day,28,The Rubens,50.0,"['australian indie', 'australian pop']",0.358,0.845,5,-4.302,0.0,0.0868,0.138,0.0,0.248,0.604,200.06
28,2HSJ1E5UnTeiDcJzYsSpYr,Home,41,Eliott,38.0,['australian pop'],0.553,0.661,1,-8.172,1.0,0.0422,0.0458,0.000676,0.0967,0.425,99.885
29,4f1KkbXHnfIVZ9vmIExByJ,That's Where I Am,68,Maggie Rogers,64.0,"['indie pop', 'pop']",0.269,0.764,7,-3.735,1.0,0.0534,0.132,0.0,0.0723,0.15,181.299
30,4IlGQMUo7sBlMBAQR0ZRPT,Oh What A Relief,43,Azure Ryder,43.0,['australian pop'],0.633,0.606,9,-7.823,0.0,0.107,0.431,0.0,0.35,0.538,155.466
31,7GtOjSSp5Qyi3gNbNDZgja,Dream Girl Evil,72,Florence + The Machine,76.0,"['baroque pop', 'pop', 'uk alternative pop']",0.553,0.71,0,-6.657,1.0,0.0424,0.0118,0.00111,0.149,0.262,83.026
32,29ZBpjEMa3oUqkCgqH3qZA,Sentimental,41,GRAACE,45.0,"['australian alternative pop', 'australian pop']",0.569,0.329,2,-10.444,1.0,0.0367,0.744,0.000104,0.0725,0.376,124.856
33,6AGmPgPDllC5CWzKFR2xLt,Waiting Game,43,G Flip,52.0,"['australian alternative pop', 'australian pop']",0.665,0.519,1,-8.495,1.0,0.0429,0.306,1.88e-06,0.0963,0.384,132.875
34,68AkRyS65QIHiYwDZoVn5p,Don't Wanna,0,HAIM,65.0,"['art pop', 'indie pop', 'metropopolis']",0.762,0.498,8,-5.294,1.0,0.0481,0.161,9.55e-06,0.172,0.871,107.049
35,67H8U1DqJMTv9vCg7P95uR,You And I,0,LÉON,63.0,"['metropopolis', 'pop']",0.554,0.786,9,-4.288,1.0,0.0491,0.0024,0.0,0.148,0.358,120.057
